date,day_of_week,episode_number,week,day_in_week,phase,week_title,academic_focus,fixed_events,weekly_event_anchors,arc_turn,narrative_beat,continuity_handoff
2026-04-07,Tuesday,250,36,5,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,Nia hears about the breakup from Malik himself and feels hope followed immediately by guilt.,
2026-04-08,Wednesday,251,36,6,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,"When Nia hints that they should talk about fall, Malik says he will not turn her heartbreak or his into a shortcut.",
2026-04-09,Thursday,252,36,7,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,The research team submits its final symposium materials as Malik and Nia agree to protect distance through the presentation.,"Nia must face the fellowship judges without using romance, reconciliation, or Malik as emotional proof that she is okay."
2026-04-10,Friday,253,37,1,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,Nia uses polar coordinates to explain why distance from a warning source is not the same as access to a safe route.,
2026-04-11,Saturday,254,37,2,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,"The team travels to the symposium and watches projects with more funding, older students, and cleaner datasets.",
2026-04-12,Sunday,255,37,3,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,"Keisha runs the live model, Julian manages the visual sequence, and Nia answers questions without claiming certainty the data cannot support.",
2026-04-13,Monday,256,37,4,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,The judges praise the public-value question and identify unresolved validation gaps.,
2026-04-14,Tuesday,257,37,5,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,"Another team receives the national fellowship, and Nia applauds before finding a private stairwell where disappointment can be honest.",
2026-04-15,Wednesday,258,37,6,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,Malik waits outside rather than entering until Keisha confirms Nia wants him there.,
2026-04-16,Thursday,259,37,7,spring_classes,The Presentation and the No,"Polar coordinates, polar area, and choosing coordinate systems for a problem",,Southeastern Undergraduate Mathematics Symposium | Track invitational | Baseball conference series,Nia gives the strongest talk she can and does not receive the national fellowship.,Nia says she did everything better and still lost; Malik answers that the loss is real and does not need a lesson tonight.,The final class week asks Nia what remains valuable when the desired award is gone.
2026-04-17,Friday,260,38,1,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.","Nia considers deleting the project folder, then archives the fellowship version and opens a new file labeled community validation.",
2026-04-18,Saturday,261,38,2,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.",A public-mathematics speaker explains how rejected academic work can become useful only after researchers relinquish ownership.,
2026-04-19,Sunday,262,38,3,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.",Julian asks whether their successful collaboration means they should try dating again; Nia says no without punishing him for asking.,
2026-04-20,Monday,263,38,4,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.",Simone and Malik exchange internship logistics and return personal items without rewriting spring as a mistake.,
2026-04-21,Tuesday,264,38,5,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.","Imani's softball team wins its home finale and qualifies for the conference tournament, while baseball loses its series.",
2026-04-22,Wednesday,265,38,6,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.",Malik and Nia admit they wanted each other at different times and agree that timing alone is not enough to build trust.,
2026-04-23,Thursday,266,38,7,spring_classes,What Remains,"Calculus II synthesis, polar review, and final-project interpretation",,Last full class week | Softball-baseball home finales | Guest seminar on public mathematics,"Nia keeps the research alive without pretending she has recovered, and both old relationships receive clear closure.",They choose to focus on finals and let summer reveal who they are when neither is waiting in the wings.,Final examinations close the reversed spring arcs but leave the central relationship deliberately unresolved.
2026-04-24,Friday,267,39,1,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",Last full spring class week ends,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,"The Calculus II final begins with method selection, forcing students to commit before computation offers reassurance.",
2026-04-25,Saturday,268,39,2,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,Malik catches himself rushing an integration-by-parts problem and restarts the setup even though the clock is moving.,
2026-04-26,Sunday,269,39,3,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,"Nia identifies a divergent series correctly, then spends too long proving it because she no longer trusts good instinct after the fellowship loss.",
2026-04-27,Monday,270,39,4,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",Spring final examinations begin,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,"After the exam, Dr. Delgado refuses grade speculation and asks them what work they would still choose without points attached.",
2026-04-28,Tuesday,271,39,5,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,Imani's walk-off single in the softball rivalry series secures a tournament seed and gives the group one uncomplicated celebration.,
2026-04-29,Wednesday,272,39,6,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,"Dr. Price invites Nia and Keisha to continue the evacuation model in the summer program, contingent on community validation.",
2026-04-30,Thursday,273,39,7,spring_finals,No Shortcut Through Finals,"Calculus II final examination: integration methods, series, parametric equations, and polar coordinates",,Final examinations | Softball rivalry weekend | Summer program decisions,Malik and Nia finish spring independently and both receive summer opportunities tied to the rejected project.,"Dr. Bennett invites Malik to join the same project as a risk-modeling assistant, and Malik asks for a day before answering.","The summer invitation offers proximity, not romantic resolution."
2026-05-01,Friday,274,40,1,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,Spring final examinations end | Spring classes end,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.","Spring grades confirm that Malik and Nia passed Calculus II strongly, but neither result changes the relationship choices they made.",
2026-05-02,Saturday,275,40,2,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,Spring commencement,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.","At commencement, Nia watches student researchers graduate and feels grief for the fellowship without questioning her place in mathematics.",
2026-05-03,Sunday,276,40,3,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,Residence halls close,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.",Imani's softball team reaches the tournament semifinal and loses after its most successful season in years.,
2026-05-04,Monday,277,40,4,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.","The team celebrates seniors and names the loss honestly, giving Nia another model for pride without a trophy.",
2026-05-05,Tuesday,278,40,5,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.",Simone leaves for internship orientation and asks Malik to let their relationship remain meaningful without keeping it half-alive.,
2026-05-06,Wednesday,279,40,6,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.",Malik accepts the summer risk-modeling role; Nia accepts the project-lead role only after Keisha's co-lead title is confirmed.,
2026-05-07,Thursday,280,40,7,spring_close,The Space Between Semesters,Final grade reflection and Calculus III readiness,,Last day of classes | Commencement | Softball tournament | Residence-hall move-out,"Both students accept the summer program but agree to begin as separate researchers, not an assumed pair.",They leave campus for a short break with one agreement: no private promises before the work begins.,Summer brings them back to Eliza Moss Hall for Calculus III and a project neither can complete alone.
2026-05-08,Friday,281,41,1,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,Malik returns from Gulfport with photographs of repaired framing but no date for moving the family back into the damaged rooms.,
2026-05-09,Saturday,282,41,2,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,Nia arrives with the rejected symposium poster rolled under her arm and refuses to hide its fellowship label.,
2026-05-10,Sunday,283,41,3,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,"At orientation, Dr. Okafor assigns Nia to model lead, Keisha to computation lead, and Malik to risk and validation.",
2026-05-11,Monday,284,41,4,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",Summer A and full-summer classes begin,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,"The first Calculus III class uses vectors to separate magnitude from direction, exposing how often the students confuse intensity with progress.",
2026-05-12,Tuesday,285,41,5,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,"Malik and Nia write collaboration rules covering late-night work, private conversations, and disagreement in front of the team.",
2026-05-13,Wednesday,286,41,6,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,"Baseball's final road series ends outside postseason qualification, and the seniors return to campus without a final home celebration.",
2026-05-14,Thursday,287,41,7,summer_start,Vectors and Boundaries,"Calculus III vectors, three-dimensional coordinates, magnitude, and direction",,Summer Quantitative Scholars orientation | First summer class meeting | Baseball road series,Malik and Nia reunite as project colleagues and set explicit boundaries before old ease can decide for them.,"Malik and Nia solve the first vector assignment efficiently, then leave separately instead of extending the night by habit.",The team's first technical disagreement will test whether written boundaries survive real pressure.
2026-05-15,Friday,288,42,1,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,A lines-and-planes exercise shows how two paths can be nonparallel and still never intersect.,
2026-05-16,Saturday,289,42,2,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,"Malik proposes minimizing expected travel time, while Nia argues that the model must protect neighborhoods with the fewest route choices.",
2026-05-17,Sunday,290,42,3,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,Their first design review becomes personal when Malik says Nia is preserving the rejected proposal instead of testing it.,
2026-05-18,Monday,291,42,4,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,Nia counters that Malik is optimizing away the people whose data are hardest to price.,
2026-05-19,Tuesday,292,42,5,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,Keisha stops the argument and requires each of them to write the other's objective function accurately before responding.,
2026-05-20,Wednesday,293,42,6,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,"At the baseball home finale, the group honors a losing season's seniors and sees how value can outlast the standings.",
2026-05-21,Thursday,294,42,7,summer_a,Lines That Do Not Meet,"Dot products, cross products, lines, planes, and distances in space",,Baseball home finale | Community advisory meeting | First project design review,The team discovers that Malik's risk metric and Nia's access metric optimize different outcomes.,Malik and Nia return with a two-metric model that makes the tradeoff visible rather than pretending it disappeared.,Community interviews will show whether either metric describes how residents actually move.
2026-05-22,Friday,295,43,1,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.","Residents describe changing routes as water, traffic, and information shift, invalidating the team's fixed-path assumption.",
2026-05-23,Saturday,296,43,2,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.",Nia recognizes vector-valued motion in the interviews and redesigns the model around updates over time.,
2026-05-24,Sunday,297,43,3,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.","Malik tells the advisory group that his family's flooded home is why he distrusts clean averages, surprising Nia with the public honesty.",
2026-05-25,Monday,298,43,4,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",Memorial Day - university closed,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.","On Memorial Day, the students pause data collection and join a community remembrance event rather than treating the holiday as spare work time.",
2026-05-26,Tuesday,299,43,5,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.",Keisha builds a motion simulation that exposes unrealistic acceleration whenever the model reroutes too many cars at once.,
2026-05-27,Wednesday,300,43,6,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.","Julian records audio only after every participant chooses how their words may be used, applying the lesson from his spring role.",
2026-05-28,Thursday,301,43,7,summer_a,Motion in the Real World,"Vector-valued functions, velocity, acceleration, curvature, and motion in space",,Memorial Day | Bellwether neighborhood interviews | Summer research methods workshop,"The project shifts from abstract routes to household decisions, and Malik begins speaking openly about his family's storm loss.","Nia thanks Malik for naming the personal stake; he says trust now means telling the team, not only telling her.",Delta National Laboratory will test the revised model against a much larger simulation.
2026-05-29,Friday,302,44,1,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,"Dr. Okafor introduces partial derivatives by changing one risk factor while holding the others fixed, then asks when that assumption is impossible.",
2026-05-30,Saturday,303,44,2,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,"The team travels to Delta National Laboratory and completes security, ethics, and data-governance orientation before seeing the computers.",
2026-05-31,Sunday,304,44,3,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,A scientist maps the gradient of storm-surge height and shows why fastest increase is not always the safest escape direction.,
2026-06-01,Monday,305,44,4,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,"Keisha ports a small version of the model to the lab system, where its run time fails under the larger road network.",
2026-06-02,Tuesday,306,44,5,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,Malik presents the risk assumptions to scientists who challenge the insurance data's bias toward documented property loss.,
2026-06-03,Wednesday,307,44,6,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,Nia presents the access metric and admits the model cannot yet represent people without private vehicles.,
2026-06-04,Thursday,308,44,7,summer_a,The Gradient Trip,"Functions of several variables, partial derivatives, gradients, and directional derivatives",,Three-day Delta National Laboratory visit | Supercomputing tour | Scientist progress presentation,The national-lab visit gives the extracurricular arc real substance and brings Malik and Nia into their first fully honest private conversation.,"On the hotel terrace, Malik and Nia discuss Julian, Simone, jealousy, and missed timing without asking for a romantic decision.","They return closer, but the model and Malik's family repairs both demand decisions before intimacy."
2026-06-05,Friday,309,45,1,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.","The lab benchmark shows the full model is too slow for emergency use, forcing the team to consider a faster local approximation.",
2026-06-06,Saturday,310,45,2,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.",Malik resists approximation because the fall analytics loss taught him to fear a judge finding any simplification.,
2026-06-07,Sunday,311,45,3,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.",Dr. Okafor asks whether a slower exact answer delivered after evacuation begins is more responsible than a bounded approximation delivered in time.,
2026-06-08,Monday,312,45,4,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.",Malik's mother announces that the family can move back into the repaired rooms if enough furniture is returned over the weekend.,
2026-06-09,Tuesday,313,45,5,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.","Nia, Keisha, DJ, and Imani travel to Gulfport to help, meeting Malik's family without framing the visit as charity.",
2026-06-10,Wednesday,314,45,6,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.",Nia sees the waterline still marked inside a closet and understands why Malik treats uncertainty as a threat to people he loves.,
2026-06-11,Thursday,315,45,7,summer_a,Tangent to Home,"Tangent planes, linear approximation, multivariable chain rules, and local error",,Baptiste home repair weekend | Project approximation benchmark | Summer speaker series,"Nia enters Malik's family world during the final repair push, and local approximation becomes a practical project compromise.","The team chooses a local approximation with published error bounds, and Malik chooses to name his fear rather than disguise it as rigor.",An optimization exam and a nearly private moment force Malik and Nia to decide whether closeness is outrunning clarity.
2026-06-12,Friday,316,46,1,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,"A Lagrange-multiplier problem makes the class optimize safety under limited buses, road capacity, time, and staffing.",
2026-06-13,Saturday,317,46,2,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,The community advisory group rejects a route that is mathematically efficient but crosses a chronically flooded underpass.,
2026-06-14,Sunday,318,46,3,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,Nia accepts the correction without defending how much work produced the route.,
2026-06-15,Monday,319,46,4,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,"During poster preparation, Malik and Nia reach for the same marker, laugh, and almost kiss in an empty lab.",
2026-06-16,Tuesday,320,46,5,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,Malik stops and says he wants their first decision to happen outside the fluorescent light of a deadline.,
2026-06-17,Wednesday,321,46,6,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,Nia admits she wants him too but will not treat wanting as sufficient evidence that they are ready.,
2026-06-18,Thursday,322,46,7,summer_a,The Constraint Is Real,"Multivariable extrema, Lagrange multipliers, and constrained optimization",,Summer A examination | Research poster draft | Community validation round,Malik and Nia acknowledge mutual attraction but refuse to begin a relationship in the middle of unresolved project pressure.,"They complete the Summer A exam and schedule one actual date after Summer B begins, with no project materials allowed.",Juneteenth and the summer break let the rejected spring work serve people before it earns any new academic recognition.
2026-06-19,Friday,323,47,1,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,Juneteenth - university closed | Summer A ends,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,"On Juneteenth, the team runs a community table where families compare evacuation choices using a floor-size map.",
2026-06-20,Saturday,324,47,2,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,"Children move route markers in ways the model never predicted, exposing assumptions while making the mathematics approachable.",
2026-06-21,Sunday,325,47,3,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,"Nia credits Keisha, Julian, Malik, and neighborhood advisors by role instead of presenting the project as her personal comeback.",
2026-06-22,Monday,326,47,4,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,Malik's father attends and tells him that modeling risk cannot prevent every loss but can help families act sooner.,
2026-06-23,Tuesday,327,47,5,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,"Summer A grades arrive; both students pass strongly, and the result receives one dinner rather than a week of identity claims.",
2026-06-24,Wednesday,328,47,6,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,Julian sends Nia the finished community-audio piece and says their collaboration helped him understand why the breakup was right.,
2026-06-25,Thursday,329,47,7,summer_break,Freedom Is a Practice,Summer A synthesis and translating mathematical work for public use,,Juneteenth | Bellwether community festival | Summer A grades,Nia's failed fellowship project becomes a useful public workshop without being converted into an award.,"Nia and Malik spend the final break day apart on purpose so their scheduled date can begin as a choice, not momentum.","Summer B opens with double integrals, a first date, and the first serious field test of the model."
2026-06-26,Friday,330,48,1,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.",Summer B begins with a double integral over an irregular floodplain rather than a rectangular textbook region.,
2026-06-27,Saturday,331,48,2,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.","The team divides the region into workable pieces, accepting that different descriptions can represent the same area.",
2026-06-28,Sunday,332,48,3,summer_b,"The First Date, Again","Double integrals, iterated integration, planar regions, and polar conversion",,Summer B begins | Malik and Nia's first date | Campus emergency-tabletop exercise,"Malik and Nia finally go on a date, but delay labels until they discuss what a relationship would require.","Malik and Nia meet at a small Bellwether bookstore for a date with no laptops, project talk, or friends as witnesses.",
